age,name,location,organization,position
31.0,沙新华,深圳市,深圳国际展览中心计划财务部,副经理;经理;财务总监
31.0,沙新华,吉林省,吉林工业大学管理学院,教师
31.0,沙新华,吉林省,教研室,副主任
29.0,王东,深圳市,市南山区人大常委办公室,副主任
29.0,王东,深圳市,市南山区西丽街道,党工委书记;主任
29.0,王东,深圳市,市南山区人大常委会,副主任;党组成员
29.0,王东,深圳市,区总工会,主席
29.0,王东,深圳市,市南山区政府,副区长;党组成员
29.0,王东,深圳市,区总工会,主席
29.0,王东,深圳市,市南山区政府,副区长;党组成员
29.0,王东,深圳市,计划财务处,Blank
29.0,王东,深圳市,市政交通处（市地下管线管理办公室）,Blank
29.0,王东,深圳市,生态修复和地质环境处（市地面坍塌防治领导小组办公室）,Blank
29.0,王东,深圳市,南山管理局,Blank
29.0,王东,深圳市,宝安管理局,Blank
29.0,王东,深圳市,市梧桐山风景管理处,Blank
29.0,王东,深圳市,深圳大鹏半岛国家地质公园管理处,Blank
29.0,王东,深圳市,广东内伶仃福田国家自然保护区管理局,Blank
30.0,王伟雄,深圳市,深圳市福田区梅林街道办,经济办主任;党委委员
30.0,王伟雄,深圳市,深圳市环境保护局规划处,副主任科员
28.0,王幼鹏,深圳市,市规划与国土资源局南山分局,局长
28.0,王幼鹏,深圳市,市规划局滨海分局,局长
28.0,王幼鹏,深圳市,市规划局,副局长;党组成员
28.0,王幼鹏,深圳市,市规划和国土资源委员会,副主任;党组成员
28.0,王幼鹏,深圳市,中共深圳市龙岗区,区委常委;副区长;常务副区长
28.0,王幼鹏,深圳市,市人民政府,副秘书长（正局级）
30.0,王爱朝,深圳市,深圳市土地投资开发中心,总工程师
30.0,王爱朝,深圳市,市建筑工务署土地开发中心,总工程师
30.0,王爱朝,深圳市,光明新区建筑工务和土地开发中心,主任
30.0,王爱朝,深圳市,光明新区土地整备中心,主任
30.0,王爱朝,深圳市,前海管理局规划建设处,处长
23.0,皮勇华,深圳市,龙岗区布吉镇,党委委员
23.0,皮勇华,深圳市,布吉街道,党工委委员
23.0,皮勇华,深圳市,坂田街道,党工委组织宣传委员
23.0,皮勇华,深圳市,宣传部,部长
23.0,皮勇华,深圳市,组织部,部长
23.0,皮勇华,深圳市,总工会,主席
23.0,皮勇华,深圳市,龙岗区总工会,常务副主席
23.0,皮勇华,深圳市,龙岗区人力资源局,局长
23.0,皮勇华,深圳市,直属机关,党委书记
23.0,皮勇华,深圳市,龙岗区委组织部,副部长
23.0,皮勇华,深圳市,龙岗区坂田街道,党工委书记
23.0,皮勇华,深圳市,养老服务和儿童福利处,Blank
23.0,皮勇华,深圳市,机关党委（人事处）,Blank
23.0,皮勇华,深圳市,市养老护理院,Blank
23.0,皮勇华,深圳市,分管领域和分管部门单位,Blank
23.0,皮勇华,深圳市,老龄服务事业产业联合会,Blank
23.0,皮勇华,深圳市,市老龄事业发展基金会,Blank
23.0,皮勇华,深圳市,市社会福利协会,Blank
23.0,皮勇华,深圳市,市社会福利基金会,Blank
24.0,聂新平,深圳市,中信集团中大投资管理有限公司,干部
24.0,聂新平,深圳市,招商银行证券业务部,干部
24.0,聂新平,深圳市,通广—北电有限公司生产部,主管
30.0,肖民,深圳市,铁道部第三勘察设计院,副总工程师
30.0,肖民,深圳市,深圳市地铁集团有限公司,总工程师;董事;总经理;党委副书记
30.0,胡晓清,深圳市,深圳市投资促进中心,科员
28.0,艾传荣,深圳市,重大项目办公室（设在市发改委）,副主任
28.0,艾传荣,深圳市,发展和改革委员会发展规划处,处长
28.0,艾传荣,深圳市,发展和改革委员会城市发展处,处长
31.0,苏剑,深圳市,市公路局政工人事处,处长
31.0,苏剑,深圳市,深圳市交通运输委员会光明交通局,局长
31.0,苏剑,深圳市,西部交通局,局长
31.0,苏剑,深圳市,深圳市交通运输委员会政工人事处,处长
31.0,苏剑,深圳市,深圳市交通运输局机关,党委（人事处）处长
27.0,薛峰,深圳市,市规划与国土资源局规划处,处长
27.0,薛峰,深圳市,市规划局规划处,处长
27.0,薛峰,深圳市,总师室,主任
27.0,薛峰,深圳市,市规划局,副局长
27.0,薛峰,深圳市,市规划和国土资源委员会,副主任
29.0,詹有力,深圳市,原市规划国土局市中外房地产导报社,副社长
29.0,詹有力,深圳市,原市房地产估价中心,副主任
29.0,詹有力,深圳市,市土地储备中心,副主任
29.0,詹有力,深圳市,原市国土资源和房产管理局办公室,副调研员
29.0,詹有力,深圳市,市规划和国土资源委员会（市海洋局）秘书处,副调研员;调研员
29.0,詹有力,深圳市,市规划和国土资源委员会（市海洋局）,处长
29.0,詹有力,深圳市,政策法规处（审批综合处）,Blank
29.0,詹有力,深圳市,空间信息管理处（市多规合一工作办公室）,Blank
29.0,詹有力,深圳市,福田管理局,Blank
29.0,詹有力,深圳市,市规划国土房产信息中心（市空间地理信息中心）,Blank
29.0,詹有力,深圳市,市不动产登记中心,Blank
29.0,詹有力,深圳市,市数字城市工程研究中心秘书,Blank
33.0,许露露,深圳市,部队,兵人
25.0,贾丽巍,深圳市,深圳市交通局规划建设处,副处长
25.0,贾丽巍,深圳市,河源市和平县政府,副县长
25.0,贾丽巍,深圳市,和平县,委常委;县委办主任
25.0,贾丽巍,深圳市,河源市委组织部,副部长;非公有制经济组织和社会组织党工委书记
25.0,贾丽巍,深圳市,河源市委组织部,空港处调研员;处长
25.0,贾丽巍,深圳市,深圳市交通运输委员会空港处,局长
25.0,贾丽巍,深圳市,光明交通运输局,Blank
30.0,贾兴东,香港,香港城市大学电子工程系和创意媒体学院,高级研究员
30.0,贾兴东,西安市,西安交通大学,助教;讲师;副教授
25.0,贾长胜,深圳市,深圳市科技工业园总公司房产部,项目经理
21.0,邓晓俊,武汉省,武汉大学国际法专业,本科生
32.0,邱宣,深圳市,深圳市国际生物工程有限公司,董事长助理
32.0,邱宣,广西省,广西师范大学化学系,讲师
32.0,郑小霞,深圳市,市民政局办公室,助理调研员
32.0,郑小霞,深圳市,财务审计处,副处长
32.0,郑小霞,深圳市,政工人事处,处长
32.0,郑小霞,深圳市,社会福利和社会事务处,处长
32.0,郑小霞,深圳市,市社会福利中心,Blank
32.0,郑小霞,深圳市,分管领域和分管部门单位,Blank
29.0,郭建,深圳市,深圳市委组织部老干处,副处长
29.0,郭建,深圳市,组织处,处长
29.0,郭建,深圳市,组织一处,主任
29.0,郭建,深圳市,组织二处,调研员
29.0,郭建,深圳市,机关,调研员
29.0,郭建,深圳市,Blank,党委副书记
29.0,郭建,深圳市,分管领域和分管部门单位,Blank
31.0,钟伟民,深圳市,深圳市水务局供水管理处,处长
31.0,钟伟民,深圳市,深圳市水务局,局长助理
31.0,钟伟民,深圳市,深圳市水务局水资源处,处长
31.0,钟伟民,深圳市,深圳市东江水源工程管理处,主任
31.0,钟伟民,深圳市,深圳市排水管理处,处长
31.0,钟伟民,深圳市,深圳市水务局水污染治理处,处长
31.0,钟伟民,深圳市,深圳市水务局,办公室主任
31.0,钟伟民,深圳市,深圳市三防办,主任
30.0,钟晓鸿,深圳市,深圳市环保局生态市建设办公室,主任
30.0,钟晓鸿,深圳市,深圳市环保局规划处,处长
30.0,钟晓鸿,深圳市,深圳市人居环境委员会秘书处,处长
21.0,陈强,深圳市,市政府办公厅城建处;第二秘书处,副处长
21.0,陈强,深圳市,市轨道交通建设指挥部,办公室处长
23.0,陈文清,深圳市,深圳市委办公厅副处级,秘书
23.0,陈文清,深圳市,深圳市福田区人民法院,党组成员
23.0,陈文清,深圳市,审判委员会,委员;副院长;正处级审判员
23.0,陈文清,深圳市,深圳市福田区莲花街道,办事处主任
23.0,陈文清,深圳市,华富街道,党工委书记
23.0,陈文清,深圳市,社会救助和社会事务处,Blank
23.0,陈文清,深圳市,基层政权建设和区划处,Blank
23.0,陈文清,深圳市,执法监督处,Blank
23.0,陈文清,深圳市,市救助管理站,Blank
23.0,陈文清,深圳市,市殡葬管理所,Blank
23.0,陈文清,深圳市,分管领域和分管部门单位,Blank
24.0,顾楠洲,深圳市,中共南山区委政法委办公室,办公室主任
24.0,顾楠洲,深圳市,中共深圳市委办公厅,副处级秘书;正处级秘书
24.0,顾楠洲,深圳市,市交通局法制处,处长
24.0,顾楠洲,深圳市,市交通运输委员会综合法规处,处长
24.0,顾楠洲,深圳市,市交通运输委员会秘书处,处长
28.0,高尔剑,深圳市,深圳市建设局科技教育处,处长
28.0,高尔剑,深圳市,建筑节能与墙材改革管理处,处长
28.0,高尔剑,深圳市,深圳市住房和建设局住房保障处,处长
28.0,高尔剑,深圳市,政策法规处,处长
28.0,高尔剑,深圳市,勘察设计与建筑业发展处处,处长
29.0,高泉,深圳市,深圳市建设工程质量检测中心,主任
29.0,高泉,深圳市,深圳市建设工程质量监督总站,站长
29.0,高泉,深圳市,深圳市住房和建设局勘察设计与建筑业管理处,处长
29.0,高泉,深圳市,深圳市第八批援疆工作队,副领队
29.0,高泉,深圳市,深圳市对口支援新疆工作前方指挥部,专职副总指挥;党委委员
29.0,高泉,深圳市,喀什经济开发区党工委,党工委委员;管委会副主任
29.0,高瞻,深圳市,深圳市生产力促进中心,副主任
29.0,高瞻,深圳市,深圳市工业展览馆,副馆长
29.0,高瞻,深圳市,深圳市公平贸易促进署,署长
29.0,黄臻,深圳市,深圳市宝安区西乡镇股份有限公司,副总经理、工程师
29.0,黄臻,广东省,广东省宝安县新安镇经济发展总公司,助理工程师
29.0,黄臻,广东省,广东省宝安县化学工业公司,助理工程师
