age,name,location,organization,position
45.0,皮勇华,深圳市,宣传部,部长
45.0,皮勇华,深圳市,组织部,部长
45.0,皮勇华,深圳市,总工会,主席
45.0,皮勇华,深圳市,龙岗区总工会,常务副主席
45.0,皮勇华,深圳市,龙岗区人力资源局,局长
45.0,皮勇华,深圳市,直属机关,党委书记
45.0,皮勇华,深圳市,龙岗区委组织部,副部长
45.0,皮勇华,深圳市,龙岗区坂田街道,党工委书记
45.0,皮勇华,深圳市,养老服务和儿童福利处,Blank
45.0,皮勇华,深圳市,机关党委（人事处）,Blank
45.0,皮勇华,深圳市,市养老护理院,Blank
45.0,皮勇华,深圳市,分管领域和分管部门单位,Blank
45.0,皮勇华,深圳市,老龄服务事业产业联合会,Blank
45.0,皮勇华,深圳市,市老龄事业发展基金会,Blank
45.0,皮勇华,深圳市,市社会福利协会,Blank
45.0,皮勇华,深圳市,市社会福利基金会,Blank
46.0,聂新平,深圳市,罗湖区委副书记,区长;党组书记
46.0,聂新平,深圳市,区人民政府,第六届市纪委委员
46.0,聂新平,深圳市,罗湖区委,副书记
46.0,聂新平,深圳市,区人民政府,党组书记
46.0,聂新平,深圳市,人民政府办公厅,主任;党组副书记
52.0,肖民,深圳市,铁道部第三勘察设计院,副总工程师
52.0,肖民,深圳市,深圳市地铁集团有限公司,总工程师;董事;总经理;党委副书记
48.0,胡卫东,深圳市,深圳市统计局,党组成员;总统计师
52.0,胡晓清,深圳市,中共深圳市龙华新区工作委员会,委员
52.0,胡晓清,深圳市,深圳市龙华新区管理委员会,副主任
50.0,艾传荣,深圳市,重大项目办公室（设在市发改委）,副主任
50.0,艾传荣,深圳市,发展和改革委员会发展规划处,处长
50.0,艾传荣,深圳市,发展和改革委员会城市发展处,处长
53.0,苏剑,深圳市,市公路局政工人事处,处长
53.0,苏剑,深圳市,深圳市交通运输委员会光明交通局,局长
53.0,苏剑,深圳市,西部交通局,局长
53.0,苏剑,深圳市,深圳市交通运输委员会政工人事处,处长
53.0,苏剑,深圳市,深圳市交通运输局机关,党委（人事处）处长
45.0,蒋小文,深圳市,深圳市政府法制办公室（市法律顾问室）,副主任;党组成员
45.0,蒋小文,深圳市,深圳市中级人民法院,党组成员
45.0,蒋小文,深圳市,政治部,副处长
45.0,蒋小文,深圳市,Blank,主任
51.0,蒋溪林,深圳市,深圳市司法局,党委书记;局长
51.0,蒋溪林,深圳市,深圳市中级人民法院,党组成员
51.0,蒋溪林,深圳市,政治部,副处长
51.0,蒋溪林,深圳市,Blank,处长
51.0,蒋溪林,深圳市,Blank,处长
51.0,蒋溪林,深圳市,Blank,主任
49.0,薛峰,深圳市,市规划与国土资源局规划处,处长
49.0,薛峰,深圳市,市规划局规划处,处长
49.0,薛峰,深圳市,总师室,主任
49.0,薛峰,深圳市,市规划局,副局长
49.0,薛峰,深圳市,市规划和国土资源委员会,副主任
47.0,裘颖颖,深圳市,深圳市住房和建设局住房保障处,处长
47.0,裘颖颖,深圳市,规划与建设处,处长
47.0,裘颖颖,深圳市,市住房保障署,副署长
51.0,詹有力,深圳市,原市规划国土局市中外房地产导报社,副社长
51.0,詹有力,深圳市,原市房地产估价中心,副主任
51.0,詹有力,深圳市,市土地储备中心,副主任
51.0,詹有力,深圳市,原市国土资源和房产管理局办公室,副调研员
51.0,詹有力,深圳市,市规划和国土资源委员会（市海洋局）秘书处,副调研员;调研员
51.0,詹有力,深圳市,市规划和国土资源委员会（市海洋局）,处长
51.0,詹有力,深圳市,政策法规处（审批综合处）,Blank
51.0,詹有力,深圳市,空间信息管理处（市多规合一工作办公室）,Blank
51.0,詹有力,深圳市,福田管理局,Blank
51.0,詹有力,深圳市,市规划国土房产信息中心（市空间地理信息中心）,Blank
51.0,詹有力,深圳市,市不动产登记中心,Blank
51.0,詹有力,深圳市,市数字城市工程研究中心秘书,Blank
44.0,许建领,深圳市,教育局,副局长;党组成员
44.0,许建领,深圳市,市委教育工委,委员
55.0,许露露,深圳市,深圳市人居环境委员会,党组成员
55.0,许露露,深圳市,机关,党委专职书记
46.0,谷云宏,深圳市,市公安局,党委委员
46.0,谷云宏,深圳市,政治部,主任
46.0,谷云宏,深圳市,市委组织部干部一处,处长
47.0,贾丽巍,深圳市,深圳市交通局规划建设处,副处长
47.0,贾丽巍,深圳市,河源市和平县政府,副县长
47.0,贾丽巍,深圳市,和平县,委常委;县委办主任
47.0,贾丽巍,深圳市,河源市委组织部,副部长;非公有制经济组织和社会组织党工委书记
47.0,贾丽巍,深圳市,河源市委组织部,空港处调研员;处长
47.0,贾丽巍,深圳市,深圳市交通运输委员会空港处,局长
47.0,贾丽巍,深圳市,光明交通运输局,Blank
52.0,贾兴东,深圳市,深圳市经济贸易和信息化委员会,副主任;党组成员
47.0,贾长胜,深圳市,深圳市投资推广署,副署长
47.0,贾长胜,深圳市,直属机关,党支部副书记
47.0,贾长胜,深圳市,深圳市龙岗区经济促进局,局长
47.0,贾长胜,深圳市,直属机关,党委书记
47.0,贾长胜,深圳市,深圳市龙岗区经济促进局,局长
45.0,赵忠良,深圳市,深圳市审计局经济责任审计专业局,局长
43.0,邓晓俊,深圳市,深圳市人力资源和社会保障局政策法规处,处长
54.0,邱宣,深圳市,深圳市科技创新委员会,副主任;党组成员
54.0,郑小霞,深圳市,市民政局办公室,助理调研员
54.0,郑小霞,深圳市,财务审计处,副处长
54.0,郑小霞,深圳市,政工人事处,处长
54.0,郑小霞,深圳市,社会福利和社会事务处,处长
54.0,郑小霞,深圳市,市社会福利中心,Blank
54.0,郑小霞,深圳市,分管领域和分管部门单位,Blank
52.0,郑晓生汉,深圳市,深圳市建筑工程质量安全监督总站,站长
52.0,郑晓生汉,深圳市,深圳市住房和建设局工程招标投标监管处,处长
52.0,郑晓生汉,深圳市,工程质量安全处,处长
52.0,郑晓生汉,深圳市,深圳市住房和建设局,副局长;党组成员
51.0,郭建,深圳市,深圳市委组织部老干处,副处长
51.0,郭建,深圳市,组织处,处长
51.0,郭建,深圳市,组织一处,主任
51.0,郭建,深圳市,组织二处,调研员
51.0,郭建,深圳市,机关,调研员
51.0,郭建,深圳市,Blank,党委副书记
51.0,郭建,深圳市,分管领域和分管部门单位,Blank
37.0,郭跃华,深圳市,龙岗区委员会,书记
37.0,郭跃华,深圳市,青年联合会,主席
53.0,钟伟民,深圳市,深圳市水务局,党组成员;副局长
52.0,钟晓鸿,深圳市,深圳市住房和建设局,副巡视员
52.0,钟晓鸿,深圳市,财务审计处,Blank
52.0,钟晓鸿,深圳市,市建筑废弃物管理办公室,Blank
52.0,钟晓鸿,深圳市,市住房建设信息中心,Blank
52.0,钟晓鸿,深圳市,深圳市环保局生态市建设办公室,主任
52.0,钟晓鸿,深圳市,深圳市环保局规划处,处长
52.0,钟晓鸿,深圳市,深圳市人居环境委员会秘书处,处长
40.0,钟海,深圳市,盐田港国际资讯有限公司,董事;总经理
40.0,钟海,深圳市,深圳市盐田港集团有限公司,董事会秘书处;总经理
43.0,陈强,深圳市,市轨道交通建设指挥部,办公室副主任
43.0,陈强,深圳市,轨道综合处;铁路拓展处,Blank
43.0,陈强,深圳市,市政府办公厅城建处;第二秘书处,副处长
43.0,陈强,深圳市,市轨道交通建设指挥部,办公室处长
45.0,陈文清,深圳市,深圳市委办公厅副处级,秘书
45.0,陈文清,深圳市,深圳市福田区人民法院,党组成员
45.0,陈文清,深圳市,审判委员会,委员;副院长;正处级审判员
45.0,陈文清,深圳市,深圳市福田区莲花街道,办事处主任
45.0,陈文清,深圳市,华富街道,党工委书记
45.0,陈文清,深圳市,社会救助和社会事务处,Blank
45.0,陈文清,深圳市,基层政权建设和区划处,Blank
45.0,陈文清,深圳市,执法监督处,Blank
45.0,陈文清,深圳市,市救助管理站,Blank
45.0,陈文清,深圳市,市殡葬管理所,Blank
45.0,陈文清,深圳市,分管领域和分管部门单位,Blank
44.0,陈秋明,深圳市,职业技术学院,党委副书记;纪委书记
44.0,陈秋明,深圳市,职业技术学院,副院长;党委委员;纪委书记
52.0,陈郑兴,深圳市,深圳市财政委员会,党组书记;主任
51.0,陈郑兴,广东省,公安边防总队政治部,主任
52.0,陈郑兴,深圳市,深圳市财政委员会,成员;党组副主任
46.0,顾楠洲,北京市,深圳市交通运输委员会（市港务管理局）,党组成员
46.0,顾楠洲,北京市,市交通运输行政执法支队,支队长
41.0,高东春,深圳市,深圳监狱,监狱长（正处级）
50.0,高尔剑,深圳市,深圳市建设局科技教育处,处长
50.0,高尔剑,深圳市,建筑节能与墙材改革管理处,处长
50.0,高尔剑,深圳市,深圳市住房和建设局住房保障处,处长
50.0,高尔剑,深圳市,政策法规处,处长
50.0,高尔剑,深圳市,勘察设计与建筑业发展处处,处长
51.0,高泉,深圳市,深圳市建设工程质量检测中心,主任
51.0,高泉,深圳市,深圳市建设工程质量监督总站,站长
51.0,高泉,深圳市,深圳市住房和建设局勘察设计与建筑业管理处,处长
51.0,高泉,深圳市,深圳市第八批援疆工作队,副领队
51.0,高泉,深圳市,深圳市对口支援新疆工作前方指挥部,专职副总指挥;党委委员
51.0,高泉,深圳市,喀什经济开发区党工委,党工委委员;管委会副主任
51.0,高瞻,深圳市,深圳市生产力促进中心,副主任
51.0,高瞻,深圳市,深圳市工业展览馆,副馆长
51.0,高瞻,深圳市,深圳市公平贸易促进署,署长
51.0,黄臻,深圳市,深圳市宝安区发展和改革局,局长
